SampleID	LUCAS_ID	Elevation	Erosion_risk	Slope	Aspect	Sample_month	Precipitation_in_sample_month	Temperature_in_sample_month	AvTemp2000_2018	AvPrec2000_2018	bas	Cmic	qO2	Water_content	BARCODE_ID	LC1_2018	LC_simpl_2018	LU1_2018	LU1_2015	Depth	Coarse_fragments	Clay	Sand	Silt	pH	Electrical_conductivity	Organic_carbon	Carbonates	P	N	K	Bulk_density	bioregions	Aridity_in_sample_month	Bioregions_chr	LC_num	C:N	Sample_season	Soil_depth	Mean_annual_temperature	Mean_diurnal_range	Isothermality	Temperature_seasonality	Max_temperature_of_warmest month	Min_temperature_of_coldest month	Temperature_annual_range	Mean_temperature_of_the_wettest_quarter	Mean_temperature_of_driest_quarter	Mean_temperature_of_warmest_quarter	Mean_temperature_of_coldest_quarter	Total_annual_precipitation	Precipitation_of_wettest_month	Precipitation_of_driest_month	Precipitation_seasonality	Precipitation_of_wettest_quarter	Precipitation_of_driest_quarter	Precipitation_of_warmest_quarter	Precipitation_of_coldest_quarter	Sample_date	SSM	SSMA	Project
Lucas0045	46942572	638.6575317	0.13363714	7.252246865	223.0588235	6	162.4589386	18.38442802	10.22573812	96.12666963	5.321254355	1456.481301	0.0036535	28.78411911	Lucas0045	GL_managed	Grassland	U111	U111	0-20	29	44	24	33	7.12	38.8	103.7	74	8.9	7.1	201	0.741857117	9	3.161637579	mediterranean	3	14.6056338	Summer	2018	7.941666668	10.18333355	34.63718826	725.8970407	23.70000076	-5.699999809	29.40000057	16.79999987	0.466666659	16.79999987	-1.099999944	1528	174	78	23.70567313	460	257	460	271	04.06.2018	22.95522308	0.932933927	LUCAS
Lucas0046	35642110	229.6228638	1.554944787	90	0	6	43.41759109	21.84390831	14.80824154	29.91808801	1.031444172	295.1493127	0.003494652	12.09864283	Lucas0046	CL_permanent	Cropland	U111	U111	0-20	6	21	40	39	7.5	31.6	22.5	122	103.3	2.7	127.5	1.432822802	9	0.791657495	mediterranean	1	8.333333333	Summer	2503	14.22083333	11.30833318	39.81807511	635.0213226	29.39999962	1	28.39999962	15.09999998	7.933333317	22.11666663	6.650000056	441	53	15	30.93631058	142	84	97	85	03.06.2018	12.37799358	0.841305733	LUCAS
Lucas0047	34022174	379.8445435	1.393713574	90	0	6	44.80060577	21.64713764	14.70255726	30.53410149	1.856125074	501.0114124	0.003704756	16.09099967	Lucas0047	CL_annual	Cropland	U111	U111	0-20	80	27	41	32	8.04	31	14.3	336	13	1.9	195.4	1.349549939	4	0.819816146	atlantic	1	7.526315789	Summer	1804	14.0916666	10.7500002	38.39285785	628.9342747	30	2	28	15.95000013	22.04999971	22.06666644	6.783333302	453	54	23	23.75735824	145	83	92	106	03.06.2018	11.94716835	0.71667701	LUCAS
Lucas0048	50322994	470.3049927	3.319616927	0	29.64705882	5	91.98859406	15.4296999	7.629768924	77.56636027	0.930303648	208.466952	0.004462595	18.70444003	Lucas0048	GL_managed	Grassland	U111	U111	0-20	38	22	28	50	4.81	19.21	16.4	1	5	2.3	45.3	0.999473757	9	1.899425234	mediterranean	3	7.130434783	Spring	1746	7.262500092	10.20833352	34.48761225	729.7294915	22.70000076	-6.900000095	29.60000086	16.10000038	-0.666666667	16.10000038	-1.850000024	865	124	40	41.77835904	347	134	347	140	31.05.2018	12.66264057	-1.23298049	LUCAS
Lucas0049	30961768	279.0047913	17.58661334	0	279.5294118	6	14.12727261	24.68272686	17.55560353	35.46476886	0	249.8967587	0	3.683515031	Lucas0049	CL_permanent	Cropland	U111	U111	0-20	8	31	13	56	8.08	35.1	10.7	475	26.3	1.3	468.9	1.239720635	4	0.244913397	atlantic	1	8.230769231	Summer	471	17.55416673	13.67499999	41.81957087	676.8894706	36.20000076	3.5	32.70000076	10.48333327	26.25	26.25	9.800000191	433	67	4	55.48481288	179	28	28	161	27.06.2018	5.16289711	0.834295154	LUCAS
Lucas0050	51824728	239.8920441	0.03025853	0	96	5	31.63862991	10.65395784	1.951615738	42.55183531	0.869423876	127.5954488	0.00681391	8.206233422	Lucas0050	WL_broadleaved	Woodland	U120	U120	0-20	7	3	60	36	4.73	3.18	15.1	1	16.4	0.8	30.7	0.960629486	9	0.724759712	mediterranean	2	18.875	Spring	1628	1.420833394	7.274999768	21.58753714	928.4308718	19.79999924	-13.89999962	33.69999886	11.71666666	-5.333333214	13.51666657	-9.46666646	678	85	34	29.87974983	233	106	229	129	31.05.2018	16.34020233	-0.871198595	LUCAS
Lucas0051	28382160	923.7728271	0.320671755	7.252246865	22.58823529	4	191.3271179	9.883224964	13.3241538	77.37418145	0.474376072	148.6167524	0.003191942	13.09602649	Lucas0051	WL_broadleaved	Woodland	U120	U112	0-10	29	5	73	21	4.68	6.95	31.8	1	26.5	2.3	35.8	0.902327099	9	4.461584176	mediterranean	2	13.82608696	Spring	1336	11.2875	8.908333341	37.11805448	542.9470264	25.70000076	1.700000048	24.00000072	5.26666677	18.33333333	18.3499999	5.26666677	1381	200	17	56.60175775	583	97	97	583	30.04.2018	21.95446587	0.685334742	LUCAS
Lucas0052	40783218	17.24615479	0.16203226	0	43.76470588	5	58.57772064	15.44538021	10.8126298	62.18119149	0.852739726	107.8136733	0.007909384	12.82136341	Lucas0052	WL_broadleaved	Woodland	U361	U361	0-20	2	6	78	16	4.3	8.17	52.1	1	126.6	3.9	41.6	0.977333409	9	1.209149776	mediterranean	2	13.35897436	Spring	1440	9.562499929	7.991666618	35.20558039	564.9622808	22.39999962	-0.300000012	22.69999963	3.866666738	5.466666549	16.59999975	2.833333307	770	75	46	14.27317463	212	158	202	189	24.05.2018	10.40309715	0.3692469	LUCAS
Lucas0053	29681740	137.3338623	3.077624069	0	98.82352941	5	27.28499222	18.75166321	18.4027725	41.40678948	0.65044339	387.0138173	0.001680672	19.93064729	Lucas0053	CL_annual	Cropland	U111	U111	0-20	6	59	7	34	8.24	15.4	14.4	28	5.2	1.2	698.5	1.021315311	9	0.527229282	mediterranean	1	12	Spring	707	17.4333333	13.1499995	43.25657852	611.1067874	34.79999924	4.400000095	30.39999914	11.33333333	25.08333302	25.46666654	10.43333348	554	96	2	66.68316142	257	20	26	231	15.05.2018	7.942577839	0.2376789	LUCAS
Lucas0054	29282088	782.8939209	2.168060568	5.126400082	309.1764706	5	73.74171448	13.87411499	13.26089723	45.07461618	0.492157613	216.7821984	0.002270286	13.35764004	Lucas0054	GL_managed	Grassland	U111	U111	0-20	38	6	49	45	5.41	9.9	17.5	1	11.1	2	41.9	1.206337132	4	1.573186278	atlantic	3	8.75	Spring	1301	12.42500007	9.933333317	38.05874952	579.2452015	27.79999924	1.700000048	26.09999919	6.883333325	20.10000006	20.10000006	6.033333381	959	145	14	55.42760632	403	72	72	399	20.05.2018	12.88614368	0.516529024	LUCAS
Lucas0055	31702250	872.6420288	2.340937045	90	0	5	64.07242584	13.40743446	11.17319152	38.1471128	0	518.2629108	0	0.527443547	Lucas0055	CL_annual	Cropland	U111	U111	0-20	62	29	43	28	7.87	15.01	13.7	290	14.1	1.7	452	1.112053372	9	1.380650031	mediterranean	1	8.058823529	Spring	1631	11.3083333	11.66666679	40.36908977	611.5064464	28.39999962	-0.5	28.89999962	5.01666676	19.19999981	19.19999981	4.350000078	507	58	22	29.71018522	162	78	78	148	15.05.2018	15.81156445	0.292055666	LUCAS
Lucas0056	36442800	189.808197	2.019651724	90	0	5	48.23378754	14.59073687	11.81202296	50.65555291	1.234659725	311.9985125	0.003957262	10.38160307	Lucas0056	CL_annual	Cropland	U111	U111	0-20	4	20	7	73	6.2	17.53	17.4	13	45.6	1.8	125.4	1.267278798	9	1.013512097	mediterranean	1	9.666666667	Spring	1483	10.46666667	8.549999858	36.22881356	554.1756081	24.39999962	0.800000012	23.59999961	4.799999942	17.46666654	17.46666654	3.983333379	697	75	48	13.17875711	206	154	154	189	22.05.2018	13.96579456	-0.136615515	LUCAS
Lucas0057	48681954	328.308075	13.40227169	11.47834095	33.88235294	5	32.35601425	19.21374941	16.45219201	46.12989576	0.68169374	128.9461581	0.005286654	9.258032461	Lucas0057	CL_permanent	Cropland	U111	U111	0-20	3	13	75	13	8.26	12.88	9.4	185	1.3	0.9	217.3	1.55070109	9	0.619683792	mediterranean	1	10.44444444	Spring	1438	14.75833341	8.549999932	33.52941244	636.2490795	29.29999924	3.799999952	25.49999928	11.81666652	22.95000029	22.95000029	7.683333357	652	83	20	38.90855787	244	80	80	211	22.05.2018	14.08815002	1.052017927	LUCAS
Lucas0058	34201972	1468.577637	16.40241379	5.126400082	124.2352941	5	89.59539032	10.63861072	11.01683848	31.87877896	8.0847009	1651.856714	0.004894311	37.03333333	Lucas0058	Other bare soil	Bareland	U111	U111	0-20	28	12	41	46	7.16	38	72.7	7	54.1	6.9	655.2	1.080605893	9	2.053121968	mediterranean	Bareland	10.53623188	Spring	1909	8.416666746	13.76666681	42.09989752	661.4114943	27.70000076	-5	32.70000076	10.16666677	1.883333445	17.15000041	1.083333373	554	77	32	28.84176307	193	103	129	111	27.05.2018	18.00038338	0.364156365	LUCAS
Lucas0059	37602280	112.2638245	6.126285924	90	0	5	64.71679688	17.82834482	14.87718662	49.92023428	0.29738445	18.45766153	0.016111708	7.090545939	Lucas0059	D10	Shrubland	U415	U410	0-20	5	14	26	59	8.44	12.59	5.7	366	3.4	0.6	203.5	1.655345951	9	1.273242265	mediterranean	Shrubland	9.5	Spring	1614	14.39166666	9.016666551	35.92297479	588.8426093	28.39999962	3.299999952	25.09999967	11.08333341	21.98333359	21.98333359	7.666666627	603	80	19	30.2524843	197	92	92	176	02.05.2018	18.67327309	1.055376887	LUCAS
Lucas0060	30721702	1070.483643	13.61477714	11.47834095	334.5882353	5	35.03564072	16.18281603	15.99432408	35.96405441	0.861065907	422.1586656	0.002039674	18.06666667	Lucas0060	CL_permanent	Cropland	U112	U112	0-20	15	42	17	41	8.17	19.26	8.9	468	2.6	1.4	233.1	1.045262934	9	0.712355321	mediterranean	1	6.357142857	Spring	673	13.92500001	13.31666649	41.22806961	664.5110918	33	0.699999988	32.30000001	7.399999966	22.61666648	22.61666648	6.550000062	562	79	4	55.63299592	225	32	32	215	01.05.2018	13.55598259	0.451386899	LUCAS
Lucas0061	43403554	37.6174469	0.578439501	0	139.7647059	5	17.62078667	15.03917742	9.491044672	50.80179817	0.846787185	217.342044	0.003896104	7.637626054	Lucas0061	CL_annual	Cropland	U111	U111	0-20	9	12	63	25	6.15	10.19	13.7	1	15.2	1.5	81.5	1.58599983	9	0.366800341	mediterranean	1	9.133333333	Spring	1983	8.466666644	5.866666665	27.16049424	599.2052798	20.39999962	-1.200000048	21.59999967	9.499999881	3.483333309	15.94999997	1.483333329	659	69	38	18.45123232	192	125	187	149	28.05.2018	10.4619034	-0.0561357	LUCAS
Lucas0062	27781794	95.86618042	5.872418722	7.252246865	52.23529412	5	15.32219505	18.19770622	17.31739285	35.031898	0	332.7720065	0	1.457677654	Lucas0062	GL_managed	Grassland	U111	U111	0-20	25	7	70	23	6.34	3.61	9.6	1	2.8	1.2	44.7	1.387932375	4	0.29927503	atlantic	3	8	Spring	631	17.35416667	11.74166663	43.48765651	537.4707454	33.09999847	6.099999905	26.99999857	12.16666683	24.13333321	24.36666648	11.24999992	522	94	2	66.61768026	242	20	25	223	16.05.2018	8.207585335	0.666469634	LUCAS
Lucas0063	37582662	167.1815491	0.856252066	90	0	5	71.12186432	15.72516155	12.07858864	58.17138913	1.316299559	234.7205874	0.005607943	19.09039065	Lucas0063	GL_managed	Grassland	U111	U111	0-20	31	29	34	37	5.95	12.06	17.3	1	18.6	1.7	233.9	1.315987851	9	1.459653741	mediterranean	3	10.17647059	Spring	1733	10.96250002	9.325000043	38.06122587	578.2187609	24.79999924	0.300000012	24.49999923	16.50000016	7.083333413	18.23333343	4.066666613	709	74	48	11.79993131	195	153	181	166	01.05.2018	17.44150543	0.120362446	LUCAS
Lucas0064	42843682	73.29255676	0.481740144	0	8.470588235	5	21.31332588	14.21607065	8.650766548	59.28859671	0.694824962	239.4303653	0.002901992	12.66201396	Lucas0064	CL_annual	Cropland	U111	U111	0-20	7	9	61	30	6.14	15.18	17.6	1	34.9	1.8	141.4	1.385725754	9	0.451399822	mediterranean	1	9.777777778	Spring	1929	7.520833313	7.341666698	31.37464388	597.4470604	20	-3.400000095	23.4000001	8.316666683	6.26666673	14.96666654	0.533333302	771	82	41	21.41734101	241	142	194	194	27.05.2018	12.15145588	-0.329488128	LUCAS
Lucas0065	45502846	307.0673828	1.151106663	0	57.88235294	5	74.71920776	16.64731216	9.490475755	73.42384599	1.271737124	286.656698	0.004436447	10.71369705	Lucas0065	CL_annual	Cropland	U111	U111	0-20	5	13	51	36	7.63	42.9	29.8	200	28.9	1.7	96.6	1.543739965	9	1.50500006	mediterranean	1	17.52941176	Spring	NA	8.383333303	9.09999985	32.15547737	726.1459001	23.79999924	-4.5	28.29999924	17.26666641	3.983333309	17.26666641	-0.600000004	832	102	51	22.88038215	279	161	279	183	22.05.2018	11.51660156	-1.11495018	LUCAS
Lucas0066	33002172	1126.168701	1.877110667	90	0	5	81.62699127	11.54646921	11.25846948	34.71218932	0.796425212	282.4654751	0.002819549	11.41666667	Lucas0066	CL_annual	Cropland	U111	U112	0-20	22	22	29	49	7.83	18.95	8.9	138	9.2	1.3	81.7	1.186651242	4	1.832400922	atlantic	1	6.846153846	Spring	1627	9.641666709	12.41666671	40.8442973	631.1815663	27.70000076	-2.700000048	30.40000081	11.03333326	17.91666698	17.91666698	2.566666603	515	64	27	24.59084837	165	91	91	135	27.05.2018	18.69410324	0.125166476	LUCAS
Lucas0067	54221900	223.599411	3.966622048	0	107.2941176	5	54.69855499	20.50484371	15.76480057	40.49849751	0	557.3112313	0	5.17868961	Lucas0067	CL_annual	Cropland	U111	U111	0-20	25	19	47	34	7.92	18.78	30.8	40	97.6	2.7	669.9	1.115871827	9	1.02231034	mediterranean	1	11.40740741	Spring	1404	14.97916687	10.62500008	36.01694884	721.5465154	31.60000038	2.099999905	29.50000048	11.30000015	24.16666698	24.16666698	6.549999952	484	65	17	41.03620714	182	57	57	161	29.05.2018	13.16751575	0.931280434	LUCAS
Lucas0068	39583216	-2.957439423	0.072457295	0	184.9411765	5	56.62900162	14.50365782	10.9115188	64.56913978	7.369428969	814.856546	0.009043836	52.6775416	Lucas0068	GL_managed	Grassland	U111	U111	0-20	29	20.05210918	39.89454094	39.80887097	5.49	57.3	251.7	4	96.3	22.1	283.8	0.593916289	4	1.192097708	atlantic	3	11.38914027	Spring	1513	9.608333121	7.599999725	35.02304144	525.4341499	21.79999924	0.100000001	21.69999924	6.98333319	5.566666579	16.11666632	3.366666636	821	88	46	18.79745826	251	167	203	200	15.05.2018	25.07775497	-0.285456091	LUCAS
Lucas0069	49902614	87.39418793	1.469455606	0	39.52941176	5	59.97093582	20.07676983	11.65130088	46.96910838	0.824272008	147.4096392	0.00559171	15.22545662	Lucas0069	CL_annual	Cropland	U111	U111	0-20	11	26	3	70	7.74	37.2	18.1	25	8.7	1.9	308.9	1.389947477	9	1.129890459	mediterranean	1	9.526315789	Spring	2674	10.99583349	9.025000225	30.59322061	792.7841079	26.60000038	-2.900000095	29.50000048	19.05000019	2.76666673	20.50000032	1.066666663	553	68	26	27.59514388	179	83	178	97	26.05.2018	3.876402855	-0.976523578	LUCAS
Lucas0070	31021866	633.0438232	1.657221556	0	128.4705882	5	53.40548706	17.29493904	16.06499376	31.30607419	1.386787017	419.7660841	0.003303714	13.89118571	Lucas0070	CL_annual	Cropland	U111	U111	0-20	8	37	37	26	7.95	22.2	11.1	249	6	1.6	383	1.201504769	9	1.061846144	mediterranean	1	6.9375	Spring	559	14.88749987	12.90833317	38.64770496	723.3794429	34.29999924	0.899999976	33.39999926	10.4333332	24.11666632	24.34999959	6.683333417	418	59	7	45.29399839	154	37	43	141	15.05.2018	10.28529549	0.849198699	LUCAS
Lucas0071	30002386	400.2935181	6.941309378	21.25124398	139.7647059	5	74.62984467	13.15799069	12.09180194	73.96742289	4.200891862	1069.851802	0.003926611	25.36195706	Lucas0071	GL_managed	Grassland	U111	U111	0-20	31	20	17	64	7.26	29.8	73.1	310	8.5	4.1	89.5	1.112502743	4	1.616834779	atlantic	3	17.82926829	Spring	1315	12.2916666	9.49999998	45.45454619	427.1673688	23.89999962	3	20.89999962	10.20000005	17.58333302	17.76666657	7.350000024	1026	127	39	35.96674841	366	131	142	316	21.05.2018	21.96826935	0.409438461	LUCAS
Lucas0072	27981972	192.3487091	0.121096766	5.126400082	152.4705882	5	31.07324409	17.19506741	17.01511835	48.32942491	0.791370394	49.95022624	0.015843179	12.06480034	Lucas0072	GL_unmanaged	Grassland	U120	U120	0-20	35	8	76	16	4.81	12.54	7.6	1	12.7	0.8	56.7	1.393517219	9	0.619049753	mediterranean	3	9.5	Spring	887	16.23333337	11.03333342	42.43589855	531.046716	31.39999962	5.400000095	25.99999952	10.93333324	22.9000001	23.1500001	10.1500001	661	97	5	57.25242927	275	34	42	262	15.05.2018	9.74698925	0.395737976	LUCAS
Lucas0073	29741732	201.8342896	5.76522239	5.126400082	268.2352941	5	27.1216507	18.59993267	18.4027725	41.40678948	0.195093286	418.4019392	0.000466282	3.460502056	Lucas0073	CL_annual	Cropland	U111	NA	0-20	12	29	32	39	8.08	16.62	18	604	39.8	1.4	139.1	1.00826357	9	0.525614071	mediterranean	1	12.85714286	Spring	661	17.25416656	13.25833329	43.75687801	606.0620054	34.59999847	4.300000191	30.29999828	11.26666657	24.84999959	25.24999968	10.36666671	567	98	2	67.15284678	265	20	26	236	15.05.2018	9.697768211	0.802284598	LUCAS
Lucas0074	32482188	1222.022949	0.283046962	90	0	5	78.68278503	10.77060914	10.26617552	39.90094295	4.294978166	437.0608443	0.009826957	24.38500908	Lucas0074	WL_coniferous	Woodland	U120	U120	0-20	64	10	61	30	4.83	8.77	51.7	1	12.9	2.5	147	0.959201932	9	1.797616862	mediterranean	2	20.68	Spring	1668	8.845833352	10.25833342	37.99382648	605.9120033	24.70000076	-2.299999952	27.00000072	10.30000003	16.69999997	16.69999997	2.066666683	541	64	23	26.99954654	166	86	86	152	21.05.2018	17.06053162	0.146492153	LUCAS
Lucas0075	40383202	7.854436874	0.275900202	0	32.47058824	5	60.15037918	15.41646576	10.80455358	62.9460648	0.859088433	245.8902004	0.003493789	8.688443044	Lucas0075	GL_unmanaged	Grassland	U420	U420	0-20	4	31	13	57	7.99	12.09	7.5	95	10.8	0.6	61.2	1.37997937	9	1.242353779	mediterranean	3	12.5	Spring	1528	9.904166566	7.90833309	34.53420621	563.0253303	22.89999962	0	22.89999962	6.783333302	5.783333341	16.98333311	3.250000025	756	74	44	15.75232216	212	155	194	188	17.05.2018	13.903162	0.483941108	LUCAS
Lucas0076	28542144	621.0091553	1.236655277	11.47834095	307.7647059	5	78.51667023	13.59874058	13.3241538	77.37418145	1.6859375	256.8100694	0.00656492	18.1003839	Lucas0076	CL_permanent	Cropland	U111	U111	0-20	40	8	65	28	4.65	18.13	42.5	0	22.9	2.5	62.9	0.829360015	9	1.684952624	mediterranean	1	17	Spring	996	12.62916671	9.225000004	39.42307557	510.9147711	26.20000076	2.799999952	23.40000081	6.866666675	19.16666683	19.2166667	6.866666675	1327	197	17	57.06328157	565	92	95	565	28.05.2018	13.0999651	0.26628086	LUCAS
Lucas0077	48982838	218.8506622	8.900146617	8.88512427	271.0588235	5	59.65711975	18.18956184	10.75515586	44.42886644	0.2692377	335.5399772	0.000802401	7.48582861	Lucas0077	CL_annual	Cropland	U111	U111	0-20	1	21	10	68	7.87	19.04	14.4	28	14.9	1.5	181	1.525737287	9	1.165415714	mediterranean	1	9.6	Spring	2601	9.395833355	9.608333187	32.02777831	771.670143	25.79999924	-4.199999809	29.99999905	18.75	1.283333357	18.75	-0.233333309	592	73	31	27.37679051	200	97	200	111	22.05.2018	10.58702374	-0.041761518	LUCAS
Lucas0078	52584292	58.78692627	0.002552893	0	142.5882353	6	43.91792679	14.90804482	5.661487805	47.06574882	5.333886649	314.1285274	0.01697995	29.71666667	Lucas0078	WL_coniferous	Woodland	U120	U120	0-20	12	3	82	16	4.04	11	184.2	0	50.1	8.4	110.7	0.300658295	4	0.916712985	atlantic	2	21.92857143	Summer	1900	4.174999937	7.116666665	22.30930016	889.1249542	21.29999924	-10.60000038	31.89999962	9.866666675	3.066666702	15.48333327	-6.500000159	669	80	34	30.2338169	223	110	198	145	27.06.2018	13.60687733	-0.126483276	LUCAS
Lucas0079	32242312	689.9094849	1.864693926	90	0	5	89.35456085	12.82955408	11.29030298	56.72741378	2.079365079	350.4444444	0.005933508	25.2038335	Lucas0079	GL_managed	Grassland	U111	U111	0-20	18	18	53	29	5.45	39.7	27.7	1	53.8	3	81.6	1.205977047	9	1.949714821	mediterranean	3	9.233333333	Spring	2208	11.19583331	10.20833344	42.53472268	503.5982136	25	1	24	6.250000079	17.49999968	17.76666641	5.50000002	898	100	45	24.73319886	282	154	154	256	27.05.2018	21.75036812	0.955425918	LUCAS
Lucas0080	52664748	274.5122986	0.132820043	0	245.6470588	5	27.40021324	10.56215453	1.760544231	43.13229752	4.298804781	721.7243845	0.005956297	45.97682119	Lucas0080	WL_coniferous	Woodland	U120	U120	0-20	10	5	70	25	4.74	8.55	81.1	0	45.6	3.6	97.2	1.067405006	9	0.628991232	mediterranean	2	22.52777778	Spring	1314	0.533333331	8.366666496	22.98534776	982.4235618	20.10000038	-16.29999924	36.39999962	11.16666675	-6.266666611	13.11666663	-11.3166666	601	77	30	32.59096397	219	95	213	108	30.05.2018	12.57161617	-1.061367273	LUCAS
Lucas0081	51863086	190.1470184	1.06890237	0	136.9411765	5	54.16341782	16.84547615	9.2868173	52.73231808	0.287819679	61.67336127	0.00466684	1.480427046	Lucas0081	GL_managed	Grassland	U111	U111	0-20	3	3	89	9	4.92	23.4	15.6	1	142.4	1.8	69.2	1.170005995	4	1.086626551	atlantic	3	8.666666667	Spring	2367	7.995833285	8.491666547	28.98179737	783.2724427	23.39999962	-5.900000095	29.29999971	17.36666648	-0.550000064	17.36666648	-1.966666731	596	85	25	41.13719667	231	82	231	88	28.05.2018	8.465528488	-0.896772563	LUCAS
Lucas0082	36462652	119.1701813	0.609346443	90	0	4	67.60092163	13.20881987	12.36813395	58.01002241	1.045137544	236.6620173	0.004416161	15.1823858	Lucas0082	GL_managed	Grassland	U111	U111	0-20	15	14	70	15	6.48	11.38	20.8	1	11.2	2.1	29	1.318374437	4	1.462944127	atlantic	3	9.904761905	Spring	1724	11.69583334	8.941666583	38.04964446	557.9078515	25.10000038	1.600000024	23.50000036	8.450000008	18.7166667	18.7166667	5.133333405	742	73	49	13.12101908	209	152	152	198	30.04.2018	22.06425667	0.828958154	LUCAS
Lucas0083	42401958	212.1491699	2.545223104	8.88512427	297.8823529	4	37.27643967	14.81544447	15.43246912	39.9055224	0.263492063	268.0592593	0.000982962	0.828500414	Lucas0083	GL_managed	Grassland	U111	U111	0-20	27	13	71	16	5.94	5.71	13.7	32	8.2	1.4	115.5	1.39650892	9	0.779589944	mediterranean	3	9.785714286	Spring	2178	15.50416656	7.741666396	33.36925198	583.3970236	28.89999962	5.699999809	23.19999981	13.11666656	22.91666667	22.98333327	9.049999952	617	93	7	53.40857388	262	48	61	217	29.04.2018	15.44623756	0.783544838	LUCAS
Lucas0084	31122376	330.1486816	8.509548797	90	0	5	82.02824402	14.13619947	12.20595204	68.29120134	6.940141932	749.3304536	0.009261791	46.14489864	Lucas0084	GL_managed	Grassland	U111	U111	0-20	5	8	72	20	4.59	19.71	267.7	0	18.8	14	129.3	0.505305252	9	1.740238817	mediterranean	3	19.12142857	Spring	1167	12.40416669	8.425000052	41.70792193	439.5424162	22.89999962	2.700000048	20.19999957	10.25	17.83333333	18.03333314	7.266666611	897	96	50	23.97560761	279	152	160	253	28.05.2018	10.4619034	-0.0561357	LUCAS
Lucas0085	47064096	75.03908539	0.001421677	0	151.0588235	5	9.324819565	14.53559875	6.574815022	41.90882532	1.723013049	295.3627257	0.005833549	15.92420213	Lucas0085	WL_coniferous	Woodland	U120	U120	0-20	32	6	68	26	3.79	12.32	192.9	0	21.6	5.3	132.3	0.349785796	9	0.196164975	mediterranean	2	36.39622642	Spring	528	5.787500009	8.308333546	28.55097448	756.8028594	22	-7.099999905	29.0999999	14.23333327	0.183333268	15.51666657	-3.166666667	598	72	28	28.51790867	200	101	199	114	29.05.2018	5.57300806	-0.657936811	LUCAS
Lucas0086	42602746	696.4645386	2.845552802	8.88512427	80.47058824	5	85.68572235	15.26843596	9.726331159	83.77192929	0.815502183	136.5815138	0.005970809	8.991554893	Lucas0086	CL_annual	Cropland	U111	U111	0-20	4	13	66	21	6.5	24.1	60	1	48.8	6.1	344.5	1.340143276	9	1.775191606	mediterranean	1	9.836065574	Spring	1438	7.837499923	8.374999907	32.08812325	679.0706307	22.29999924	-3.799999952	26.09999919	16.24999984	0.816666663	16.24999984	-0.416666667	937	116	52	26.89669236	324	164	324	177	29.05.2018	14.73914242	-0.825045407	LUCAS
